1504	1504_5MuJKHEcYO0.mp4	152	https://cognitivestudy.blob.core.windows.net/videos/1504_5MuJKHEcYO0.mp4	53850	How to Make Black and White Photos in Lightroom | Adobe Creative Cloud Change the mood of a photo with a B&W preset and a few quick adjustments. Edit black and white photos in Adobe Lightroom: Start from scratch, or download practice files [ for a head start. Steps below. 1. Open the photo provided (File Add Photos), or try these steps with your own. 2. Click the Edit icon in the	Title
1505	1505_AQpgiPOqjiI.mp4	81	https://cognitivestudy.blob.core.windows.net/videos/1505_AQpgiPOqjiI.mp4	44120	NVIDIA Quadro drives Dell Precision mobile workstations Bill Shane of Dell demos NVIDIA Quadro mobile GPUs on the Dell M4800 and M6800.	Title
1506	1506_VxTgt4y5Z2g.mp4	111	https://cognitivestudy.blob.core.windows.net/videos/1506_VxTgt4y5Z2g.mp4	37340	Successful maiden flight for first Boeing – U. S. Air Force KC-46 tanker slated for delivery! Arriving in 2018! With a successful maiden flight, USAFs first KC-46 moves closer to delivery. KC-46A tanker will be certified to refuel 64 US and allied receivers. During the 3. 5 hour flight , Boeing test pilots took the tanker to a maximum altitude of 39,000 feet and performed operational checks on engines, flight controls and environmental systems as part	Title
1507	1507_O_C4ICMo6S8.mp4	74	https://cognitivestudy.blob.core.windows.net/videos/1507_O_C4ICMo6S8.mp4	30880	How to do a Single-Arm Kettlebell Swing Focus on precision with this toning, one-arm kettlebell exercise. The single, or one-arm kettlebell swing, is a toning exercise that can be mastered with a few simple steps. So, whether you're training at home or at the gym, a kettlebell is all you need to add this movement to your routine. Watch the video and learn more with Pro Tips!	Title
1508	1508_kOU0aLIXDaw.mp4	280	https://cognitivestudy.blob.core.windows.net/videos/1508_kOU0aLIXDaw.mp4	33760	Electric Piya | Gangs of Wasseypur II | HD Promo Facebook: Twitter: Website:	Title
1509	1509_z0q0ZoLY8Zw.mp4	69	https://cognitivestudy.blob.core.windows.net/videos/1509_z0q0ZoLY8Zw.mp4	42840	"MARS NEEDS MOMS ""Meeting Gribble"" Clip Become a fan on Facebook and order here: Visit the official site: Mars Needs Moms - Available now on Blu-ray & DVD Disney and Academy Award-winning filmmaker Robert Zemeckis present Mars Needs Moms, a thrilling and comedic 3D adventure across the galaxy that shows the lengths one son will go to when aliens come for Earth's most valuable resource ..."	Title
1510	1510_bA8PjeaXliQ.mp4	85	https://cognitivestudy.blob.core.windows.net/videos/1510_bA8PjeaXliQ.mp4	15020	Prime Day Show x Billie Eilish | H.E.R. | Kid Cudi Prime Day Show x Billie Eilish | H.E.R. | Kid Cudi A collaboration with 3 of our generations defining artists, presented by Amazon Music, available on Prime Video 6/17.	Title
1511	1511_NFpudqXp0ew.mp4	273	https://cognitivestudy.blob.core.windows.net/videos/1511_NFpudqXp0ew.mp4	35160	WM Clean Collier Program Waste Management and Collier County ask for your help in keeping our community one of the cleanest in the nation with the Clean Collier Program. When disposing of trash at work, all items must fit in your dumpster so that the lid closes completely. This will keep litter and debris in the container, while keeping bears, birds, and other pests	Title
1512	1512_K65BR-1wdnQ.mp4	38	https://cognitivestudy.blob.core.windows.net/videos/1512_K65BR-1wdnQ.mp4	30000	Armor All Custom Shield Coating View this video featuring the Armor All 17230 - Paint and Body Protection product and 1 Armor All 17230 - Paint & Body Protection 2 Armor All 78452 - Car Care Kit 3 Armor All	Title
1513	1513_8vuX78PY7tw.mp4	27	https://cognitivestudy.blob.core.windows.net/videos/1513_8vuX78PY7tw.mp4	41080	Order epic Marvel-themed vehicles with Uber | Marvel Avengers Campus Disneyland Paris 9/22- 9/25 Headed to Paris? Become the latest recruit to join the Avengers at Marvel Avengers Campus headquartered at Disneyland Paris, thanks to Uber France! On the Uber app, 9/22- 9/25, Parisians can order a ride with the Uber | Marvel Avengers Campus to experience epic vehicles. Learn more about Uber: SUBSCRIBE: About Uber: We reimagine the way the world moves	Title
1514	1514_KCAnRAH-vdk.mp4	8	https://cognitivestudy.blob.core.windows.net/videos/1514_KCAnRAH-vdk.mp4	15020	Keep Summer Going Safety (:15s) at Walgreens we know summer may look different this year luckily were right around the corner with safer ways to shop so you can enjoy the moments you do make this summer . touchless pay and drive-thru pickup are the new ways you can shop this summer.	Title
1515	1515_EYZEGcDGPSU_update.mp4	263	https://cognitivestudy.blob.core.windows.net/videos/1515_EYZEGcDGPSU_update.mp4	59680	PG&E's Push for Wind Power Learn how PG&E is harnessing wind power- another way that PG&E is utilizing renewable energy to provide Californians with clean power.	Title
1517	1517_BqmMHEtf9WI.mp4	54	https://cognitivestudy.blob.core.windows.net/videos/1517_BqmMHEtf9WI.mp4	15020	IBM: Transform how you modernize IT Learn how to build a platform for the future today at With IBM Consulting, your business can strategize, migrate, and innovate more quickly.	Title
1518	1518_rpqw3jYfQWg.mp4	68	https://cognitivestudy.blob.core.windows.net/videos/1518_rpqw3jYfQWg.mp4	44300	How can we keep the sun from making a house too hot? The world is facing many global challenges including stressed water systems, inadequate food supplies, pollution, reduced natural resources, lack of access to education and healthcare, and a changing climate. At 3M we like to imagine a world where every life is improved where natural resources are reliably available, people have access to education and opportunity, and communities are safe,	Title
1519	1519_ew6DOmVH4l0.mp4	175	https://cognitivestudy.blob.core.windows.net/videos/1519_ew6DOmVH4l0.mp4	30000	House Of Cards |  Trailer - Season 2 - Watch All Episodes Now | Netflix Watch House of Cards: Members can watch as much as they want, anytime, anywhere, on any internet-connected screen. Members can play, pause and resume watching, all	Title
1520	1520_RVorrE6My4c.mp4	280	https://cognitivestudy.blob.core.windows.net/videos/1520_RVorrE6My4c.mp4	6010	Force 2 | Action Promo 1 | John Abraham | Sonakshi Sinha | Tahir Raj BHasin A film by Abhinay Deo, Produced by Vipul Amrutlal Shah, JA entertainment Pvt. Ltd. And Viacom 18 Motion Pictures. To know more, connect with us: Viacom18 Motion Pictures Handles :- Facebook:- Twitter :- Instagram:-	Title
1521	1521_oDrFPKyd0mM.mp4	164	https://cognitivestudy.blob.core.windows.net/videos/1521_oDrFPKyd0mM.mp4	46530	Enfamil® PREMIUM™ Infant Formula Video featuring products available on Costco.com. Featured in the video: [1] Costco - Enfamil	Title
1522	1522_0V5rUfb2UaU.mp4	228	https://cognitivestudy.blob.core.windows.net/videos/1522_0V5rUfb2UaU.mp4	39960	AT&T Is Pushing Technology Boundaries with 5G | AT&T 5G technology is changing and expanding the landscape of AT&Ts capabilities. Connect with AT&T Visit the AT&T Website: Like AT&T on Facebook: Follow AT&T on Twitter: Follow AT&T on Instagram: Follow AT&T on LinkedIn: For Customer Service assistance, tweet us:	Title
1523	1523_qASIev9Dlkc.mp4	270	https://cognitivestudy.blob.core.windows.net/videos/1523_qASIev9Dlkc.mp4	26610	Synchrony: There’s A Whole World In Here Make your Home the Ultimate Destination when you mysynchrony.com/welcomehome About Synchrony: Synchrony believes ambitions live everywhere. Thats why we partner with over 350,000 locations across the U.S to provide the payment tools and technologies, promotional financing and retail insights to help businesses and customers thrive. We give people the buying	Title
1524	1524_mvop2wwrFCI.mp4	20	https://cognitivestudy.blob.core.windows.net/videos/1524_mvop2wwrFCI.mp4	26100	"Family Reunion Molina Healthcare caring for you and those you love lizard matters most to us today Molina brings quality health care to every kind of family including yours . Molina: ""They're the ones who watch over you they are the people you call family no matter most and we get that"""	Title
1525	1525__toexZiwdM0.mp4	38	https://cognitivestudy.blob.core.windows.net/videos/1525__toexZiwdM0.mp4	15000	Mobil 1: Synthetic Oil Myths - B We've heard every excuse not to use synthetic oil. To be honest, were not even sure where some of them could have come from. Synthetic motor oil keeps your engine cleaner. As oil circulates through your engine, conventional oils can form sludge with more frequency, which reduces your engines efficiency and the life of your engine. Discover the Unfiltered Truth	Title
1526	1526__-Ujz6uz55o.mp4	38	https://cognitivestudy.blob.core.windows.net/videos/1526__-Ujz6uz55o.mp4	52520	REESE Towpower Ball Mount Bar View this video featuring the Reese Towpower 06280 - Trailer Hitch Ball Mount product and 1 Reese Towpower 06280 - Trailer Hitch Ball Mount 2 Reese Towpower 06474 - Trailer Hitch Ball Mount 3 Reese Towpower 21172 - Trailer Hitch Ball Mount 4 Reese Towpower 21186	Title
1527	1527_6CCpvPDSvKk.mp4	214	https://cognitivestudy.blob.core.windows.net/videos/1527_6CCpvPDSvKk.mp4	15120	Southwest Airlines: Fly for Fewer Points Fun fact: When fares drop, you can fly for fewer points! That's Transfarency. All Rapid Rewards rules and regulations apply.	Title
1528	1528_PGhG-LzJRHo.mp4	165	https://cognitivestudy.blob.core.windows.net/videos/1528_PGhG-LzJRHo.mp4	40050	A Picture-Perfect Beach Day Adventure awaits. Hit the beach with your summer essentials from eBay, where millions of items ship free.	Title
1529	1529_Vvy0uvgVChU.mp4	152	https://cognitivestudy.blob.core.windows.net/videos/1529_Vvy0uvgVChU.mp4	48690	Color Infusion Footage from Adobe Stock | Adobe Creative Cloud Color Infusion Stock video clips from Adobe Stock! Explore the curated stock footage collection: Adobe Stock Video Footage:	Title
1530	1530_EV08AZkr9hg.mp4	272	https://cognitivestudy.blob.core.windows.net/videos/1530_EV08AZkr9hg.mp4	57720	The Johnson & Johnson Official 7 Minute Workout® App Work out anywhere, anytime. 7minuteworkout.jnj.com Subscribe to JNJ on YouTube: J&J on Facebook: J&J on Instagram: JNJ Cares on Twitter: JNJ News on Twitter: Our News Center:	Title
1531	1531_QZM9Q9i6nTQ.mp4	165	https://cognitivestudy.blob.core.windows.net/videos/1531_QZM9Q9i6nTQ.mp4	32350	Made for MJ: the AJ1 “Player Sample” These Jordans belong in a museum, but they could end up in your home. Before the Jumpman sold millions, several versions of the AJ1 were created for testing. This specific pair was made for Michael himself, and has remained unworn for over three decades. Theyre a building block in MJs legacy, from that moment in time right before Jordan mania	Title
1532	1532_AYIcgUUWnt0.mp4	194	https://cognitivestudy.blob.core.windows.net/videos/1532_AYIcgUUWnt0.mp4	49060	 Classroom with no internet with the narrating saying that one should have internet solutions wherever needed and proceeds with brand experts installing and advising on the network setup for classroom home offices etc	Title
1533	1533_wPzcpDNRyyA.mp4	175	https://cognitivestudy.blob.core.windows.net/videos/1533_wPzcpDNRyyA.mp4	35640	KATE | Official Date Announcement | Netflix After shes irreversibly poisoned, a ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims. Watch KATE, on Netflix Sept 10: SUBSCRIBE: About Netflix: Netflix is the world's leading streaming entertainment service with 208 million paid memberships in over	Title
1535	1535_dJu00a3Jhhk.mp4	175	https://cognitivestudy.blob.core.windows.net/videos/1535_dJu00a3Jhhk.mp4	47510	Cliff Beasts 6: The Battle For Everest | Official Teaser | Netflix Humankind is threatened once again by a dinosaur species: Cliff Beasts. The team must reunite, after 5 long years, to battle the Cliff Beasts - but this time on Mount Everest. SUBSCRIBE: About Netflix: Netflix is the world's leading streaming entertainment service with 222 million paid memberships in over 190 countries enjoying TV series, documentaries, feature films and mobile games	Title
1536	1536_AuGl6qUJyYQ.mp4	280	https://cognitivestudy.blob.core.windows.net/videos/1536_AuGl6qUJyYQ.mp4	20090	"Poshter Girl Dialogue Promo : ""Rupali Swayamvar"" Viacom18 Motion Pictures Handles :- Facebook:- Twitter :- Instagram:-"	Title
1537	1537_QyVAoFxtLPk.mp4	175	https://cognitivestudy.blob.core.windows.net/videos/1537_QyVAoFxtLPk.mp4	56940	Cargo | Attack Clip | Netflix From the producer of The Babadook, this is not your normal zombie movie. Martin Freeman stars in Cargo only on Netflix May 18. Watch Cargo on Netflix: SUBSCRIBE: About Netflix: Netflix is the world's leading internet entertainment service with 130 million memberships in over 190 countries enjoying TV series, documentaries and feature films across a wide variety of genres	Title
1538	1538_uWuqlzJYwlM.mp4	231	https://cognitivestudy.blob.core.windows.net/videos/1538_uWuqlzJYwlM.mp4	19710	about-face | Ulta Beauty High-performance, multi-dimensional makeup to empower self-expression.	Title
1539	1539_3eGuQlFTIwo.mp4	69	https://cognitivestudy.blob.core.windows.net/videos/1539_3eGuQlFTIwo.mp4	15020	"""Be Our Guest"" TV Spot | The Lion King Watch as Timon cordially invites you to the 3D movie event of the year. Don't miss The Lion King: Director Jon Favreaus all-new The Lion King journeys to the African savanna where a future king is born. Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new"	Title
1540	1540_c7pJZP8l9aY.mp4	175	https://cognitivestudy.blob.core.windows.net/videos/1540_c7pJZP8l9aY.mp4	20110	Master of None | Nashville: Yelp [HD] | Netflix How did we decide where to eat before Yelp? Meet Dev (Aziz Ansari), a 30-year-old actor in New York who has trouble deciding what he wants to eat, much less the pathway for the rest of his life. Master of None stars Aziz Ansari, Nol Wells, Eric Wareheim, Lena Waithe, Kelvin Yu, and H. Jon Benjamin. Watch Season 1 on	Title
1541	1541_k-MiKUkNA3k.mp4	80	https://cognitivestudy.blob.core.windows.net/videos/1541_k-MiKUkNA3k.mp4	37340	Calculate a Paycheck in Minutes -- Snap Payroll Demo Snap Payroll is a new free paycheck calculator app from Intuit. It eliminates the hassle and guesswork of calculating paychecks by hand and frees new employers and small businesses from relying on a spreadsheet and their own math skills to determine the appropriate pay and how much to deduct for taxes. Download the app now from the App Store or	Title
1542	1542_358CBL9ezlI.mp4	164	https://cognitivestudy.blob.core.windows.net/videos/1542_358CBL9ezlI.mp4	42960	Optoma HD180 1080p Home Theater Projector View this video featuring the Costco - Optoma HD180 1080p Home Theater Projector product and [1] Costco - Optoma HD180 1080p Home Theater Projector	Title
1543	1543_I1pjlpoeq0k.mp4	35	https://cognitivestudy.blob.core.windows.net/videos/1543_I1pjlpoeq0k.mp4	58000	Sleever Combisteam LDPET Modernised Sleever machine increases speed and energy savings. Find out more about our solutions:	Title
